neighborhood	ada	issue_date	status	subject	amounts	afms	adams	matched_terms	url
ippokrateio_cleaning_and_food	69ΤΛ4690ΒΓ-Ψ1Γ	2023-06-23T00:00:00+00:00	PUBLISHED	ΧΕ1863 ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΚΑΘΑΡΙΟΤΗΤΑΣ		998309282,999157568	24PAY014414266	998309282	https://diavgeia.gov.gr/doc/69ΤΛ4690ΒΓ-Ψ1Γ
ippokrateio_cleaning_and_food	ΨΡΣΩ46Ψ844-ΕΟ7	2023-03-23T00:00:00+00:00	PUBLISHED	κάλυψη υπηρεσιών καθαρισμού των εγκαταστάσεων του Πράσινου Ταμείου για το διάστημα από 01/01/2023 έως 31/01/2023 βάσει της από 28/12/2022 συμβάσεως»	1.842,88,1.971,60,128,72	099338405,998309282		998309282	https://diavgeia.gov.gr/doc/ΨΡΣΩ46Ψ844-ΕΟ7
ippokrateio_cleaning_and_food	632746906Α-7Ψ1	2023-06-23T00:00:00+00:00	PUBLISHED	ΧΕ-1023 ΣΕΙΡΑ Γ ΝΟΣ/2023 ΥΠΗΡ.ΚΑΘΑΡΙΟΤΗΤΑΣ ΓΙΑ ΨΝΘ 4 ΜΗΝΕΣ (11 ΑΤΟΜΑ)28-8-22/27-11-22 (ΣΥΜΒΑΣΗ 28-7/27-11-22)		998309282,999294030		998309282	https://diavgeia.gov.gr/doc/632746906Α-7Ψ1
ippokrateio_cleaning_and_food	940ΔΟΞΧΣ-ΚΝ6	2023-06-26T00:00:00+00:00	PUBLISHED	ετήσια σύμβαση παροχής υπηρεσιών καθαριότητας από 1/5/2023 (Μάϊος 2023) Ipirotiki A.E.	87.102,56	997288259,998309282		998309282	https://diavgeia.gov.gr/doc/940ΔΟΞΧΣ-ΚΝ6
ippokrateio_cleaning_and_food	68ΜΞΟΞΧΣ-Τ7Γ	2023-06-26T00:00:00+00:00	PUBLISHED	ΣΥΜΒΑΣΗ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΚΑΘΑΡΙΟΤΗΤΑΣ IPIROTIKI Α.Ε. ΛΗΞΗ 30/4/2023 (ΜΗΝΑΣ ΑΠΡΙΛΙΟΣ)	87.102,56	997288259,998309282		998309282	https://diavgeia.gov.gr/doc/68ΜΞΟΞΧΣ-Τ7Γ
ippokrateio_cleaning_and_food	61ΑΙ46906Β-Ο3Γ	2023-06-06T00:00:00+00:00	PUBLISHED	ΧΕ-2042 ΣΕΙΡΑ Α/2023 ΥΠΗΡΕΣΙΕΣ ΚΑΘΑΡΙΟΤΗΤΑΣ 22-4/21-5-2023		998309282,999294028	23AWRD012340327,23PROC012183244,23SYMV012340661	998309282	https://diavgeia.gov.gr/doc/61ΑΙ46906Β-Ο3Γ
ippokrateio_cleaning_and_food	94Η146906Β-1ΔΡ	2023-06-06T00:00:00+00:00	PUBLISHED	ΧΕ-2041 ΣΕΙΡΑ Α/2023 ΣΥΜΒΑΣΗ ΥΠΗΡΕΣΙΩΝ ΚΑΘΑΡΙΟΤΗΤΑΣ (ΑΝΑΠΡΟΣΑΡΜΟΓΗ ΑΠΟ 14 ΕΩΣ 21-4-2023)		998309282,999294028	23SYMV012647135	998309282	https://diavgeia.gov.gr/doc/94Η146906Β-1ΔΡ
ippokrateio_cleaning_and_food	96ΒΖ4690Β6-Ψ5Κ	2023-05-30T00:00:00+00:00	PUBLISHED	Χ.Ε.Π. ΛΟΙΠΩΝ ΑΜΟΙΒΩΝ ΝΟΜΙΚΩΝ ΠΡΟΣΩΠΩΝ ΠΟΥ ΕΚΤΕΛΟΥΝ ΕΙΔΙΚΕΣ ΥΠΗΡΕΣΙΕΣ		998309282,999834338		998309282	https://diavgeia.gov.gr/doc/96ΒΖ4690Β6-Ψ5Κ
ippokrateio_cleaning_and_food	ΨΣΤ54690Β6-3Ξ7	2023-05-30T00:00:00+00:00	PUBLISHED	Χ.Ε.Π. ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΚΑΘΑΡΙΟΤΗΤΑΣ		998309282,999834338		998309282	https://diavgeia.gov.gr/doc/ΨΣΤ54690Β6-3Ξ7
ippokrateio_cleaning_and_food	ΨΥ8Ε46ΨΧΥΚ-ΠΓ9	2023-06-29T00:00:00+00:00	PUBLISHED	ΚΑΤΑΚΥΡΩΣΗ ΗΛΕΚΤΡΟΝΙΚΟΥ ΔΙΑΓΩΝΙΣΜΟΥ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΤΩΝ ΧΩΡΩΝ ΤΟΥ Σ.τ.Ε. ΓΙΑ ΕΝΑ (1) ΕΤΟΣ	89.845,44	998309282		998309282	https://diavgeia.gov.gr/doc/ΨΥ8Ε46ΨΧΥΚ-ΠΓ9
ippokrateio_cleaning_and_food	Ρ4Λ546906Β-ΜΕΕ	2023-06-29T00:00:00+00:00	PUBLISHED	23η Τακτική Συνεδρίαση/ 29.06.2023/θέμα έκτακτο 11ο έγκριση πρακτικού του διαγωνισμού για παροχή υπηρεσιών καθαρισμού των κτιριακών εγκαταστάσεων	1.035.934,08,1.267.731,36,1.284.558,26,105.644,28,364,00,85.197,00	998309282		998309282	https://diavgeia.gov.gr/doc/Ρ4Λ546906Β-ΜΕΕ
ippokrateio_cleaning_and_food	6ΩΩ046ΜΨ84-0ΤΝ	2023-06-13T00:00:00+00:00	PUBLISHED	ΕΞΟΦΛΗΣΗ ΤΠΥ 857/31.05.2023		091274700,998309282	23SYMV012360554	998309282	https://diavgeia.gov.gr/doc/6ΩΩ046ΜΨ84-0ΤΝ
ippokrateio_cleaning_and_food	ΨΛΘΩ4690ΒΛ-ΧΛ9	2023-06-19T00:00:00+00:00	PUBLISHED	ΛΟΙΠΕΣ ΑΜΟΙΒΕΣ ΝΟΜΙΚΩΝ ΠΡΟΣ.ΠΟΥ ΕΚΤΕΛΟΥΝ ΕΙΔΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΔΑΠΑΝΕΣ ΚΑΘΑΡΙΣΜΟΥ ΓΡΑΦΕΙΩΝ		998309282,999834338		998309282	https://diavgeia.gov.gr/doc/ΨΛΘΩ4690ΒΛ-ΧΛ9
ippokrateio_cleaning_and_food	6ΥΤΙ469064-ΒΨΠ	2023-06-29T00:00:00+00:00	PUBLISHED	ΧΕ		090024750,998309282	22SYMV011638199	998309282	https://diavgeia.gov.gr/doc/6ΥΤΙ469064-ΒΨΠ
ippokrateio_cleaning_and_food	ΨΡΖΗ469ΗΔΧ-ΞΧΖ	2023-06-29T00:00:00+00:00	PUBLISHED	Έγκριση απευθείας ανάθεσης υπηρεσιών καθαριότητας των χώρων του Νοσοκομείου, του Ξενώνα Πυλαίας και της Ημερήσιας Μονάδας Νοσηλείας «Νίκος Κούρκουλος» από 01-07-2023 έως 30-09-2023, σε συνέχεια της ισχύουσας σύμβασης (4714/30-03-2023 Απόφαση Διοικητή και την υπ’ αριθμ. 2ης/27-04-2023 θέμα 10ο Απόφαση ΔΣ του Νοσοκομείου σχετικά με την έγκριση της Απόφασης	318.119,52	998309282	23SYMV012470517	998309282	https://diavgeia.gov.gr/doc/ΨΡΖΗ469ΗΔΧ-ΞΧΖ
ippokrateio_cleaning_and_food	ΨΔΩ346906Ω-4ΘΓ	2023-06-28T00:00:00+00:00	PUBLISHED	ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΤΟΥ MEGA ΕΜΒΟΛΙΑΣΤΙΚΟΥ ΚΕΝΤΡΟΥ ΓΙΑ ΤΟΝ ΜΗΝΑ ΙΟΥΛΙΟ	1.019,28,822,00	998309282,998980227		998309282	https://diavgeia.gov.gr/doc/ΨΔΩ346906Ω-4ΘΓ
ippokrateio_cleaning_and_food	ΨΒΗΙ469067-Δ2Χ	2023-06-29T00:00:00+00:00	PUBLISHED	ΧΕ-1014 ΣΕΙΡΑ Β/2023 ΣΥΜΒΑΣΗ ΥΠΗΡΕΣΙ?Ν ?ΙΑΝΟΜΗΣ ΚΑΙ ΠΑΡΑΣΚΕΥΗΣ ΦΑΓΗΤΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2023 (ΑΡ.?ΙΑΚ 195/2022)		998309282,999432325		998309282	https://diavgeia.gov.gr/doc/ΨΒΗΙ469067-Δ2Χ
ippokrateio_cleaning_and_food	ΨΖΔΜ46907Υ-ΙΨΒ	2023-06-15T00:00:00+00:00	PUBLISHED	ΧΕΠ 1097/Β/2023 ΔΑΠΑΝΕΣ ΚΑΘΑΡΙΣΜΟΥ ΓΡΑΦΕΙΩΝ		998309282,999737735		998309282	https://diavgeia.gov.gr/doc/ΨΖΔΜ46907Υ-ΙΨΒ
ippokrateio_cleaning_and_food	Ψ2Β9469067-ΙΕΞ	2023-06-26T00:00:00+00:00	PUBLISHED	ΧΕ-971 ΣΕΙΡΑ Β/2023 ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΚΑΘΑΡ. ΤΩΝ ΧΩΡΩΝ ΤΟΥ ΝΟΣΟΚ. ΚΑΤΑ ΤΟ ΧΡΟΝΙΚΟ ΔΙΑΣΤ. ΑΠΟ 12/12/2022 ΕΩΣ 11/3/2023		998309282,999432325		998309282	https://diavgeia.gov.gr/doc/Ψ2Β9469067-ΙΕΞ
